,Title,Date,ID,Comment,Comment_date,Channel,Like,Dislike,Comment_like
79,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,리시안,100번 들어야겠어요~귀한영상 감사드립니다~^^,4개월 전,E트렌드,7.4천,208,4
80,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,소소일기crayon,2030 뿐만 아니고5060도  공통적인도움말씀이 됩니다저는 창에 가까운 사람인데팔랑귀라 어떻다 하믄 새벽이라도 팔아버려고하루 지나면  아주약올라 죽어요선엽님 말씀대로인생 다이나믹해져서월화수목금금금진짜 재미있어요 ㅎㅎ,4개월 전(수정됨),E트렌드,7.4천,208,5
81,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,HJ K,고견이시네요,4개월 전,E트렌드,7.4천,208,3
82,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,김연순,총괄님 감사합니다,4개월 전,E트렌드,7.4천,208,0
83,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,김연순,총괄님 감사합니다,4개월 전,E트렌드,7.4천,208,0
84,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,김하림,좋은말씀감사합니다,4개월 전,E트렌드,7.4천,208,0
85,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,M라라,영상감사 합니다 잘 듣고갑니다,4개월 전,E트렌드,7.4천,208,1
86,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,장칼,좋은 말씀 감사합니다,4개월 전,E트렌드,7.4천,208,1
87,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,시글이TV,좋은 담화 감사합니다.,3개월 전,E트렌드,7.4천,208,0
88,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,김수연,도움 많이 됐습니다 저는 나이가 있지만 공격적인 투자가 맞는것 같습니다 위험을 즐기는 것은 아니지만 가치 투자는 해보니 힘드네요 사람마다 정말 성향이 다른것 같아요 잘 참고하겠습니다,4개월 전,E트렌드,7.4천,208,13
89,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,김희성맘,감사해여~~^♡~50대후반~^^처음시작,4개월 전(수정됨),E트렌드,7.4천,208,5
90,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,김은희(키퍼),감사합니다,4개월 전,E트렌드,7.4천,208,1
91,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,지정화,넘 잼있게 공부했어요개미들이 웃는 날 오면 강의 덕분입니다감사합니다~처음듣는데 만족했어요♡,4개월 전,E트렌드,7.4천,208,1
92,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,이니나,이선엽 총괄님 책 나오면 꼭 사보겠습니다 좋은 말씀 감사합니다~~,4개월 전,E트렌드,7.4천,208,3
93,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,항아리,"진솔하게, 아주 달변으로 귀에 쏘옥 들어오게~말씀 감사드리며 귀한 조언 가슴에 새겨 두고 실천토록 애쓰렵니다~꾸벅",4개월 전,E트렌드,7.4천,208,6
94,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,e김상추,"와...진짜 말씀하시는 내용도 정말알찹니다 하지만 내용보다 말전달력, 질문에대한 요지파악!! 감탄을 합니다자주나오셨으면 좋겠어요좋은인터뷰감사합니다",4개월 전(수정됨),E트렌드,7.4천,208,13
95,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,lee블루코너,스타벅스 비유는 대박..ㅋㅋ 좋아요 클릭,4개월 전,E트렌드,7.4천,208,6
96,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,감천냇가,감사합니다,4개월 전,E트렌드,7.4천,208,0
97,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,생글,저는 방패가 잘 어울리는 거 같습니다~ 적립식으로 차곡차곡 etf 주식 모으겠습니다,4개월 전,E트렌드,7.4천,208,13
98,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,"딸짱,엄짱tv",감사합니다,4개월 전,E트렌드,7.4천,208,0
99,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,정녹영,당신 애들이나 1만번 보라 해라,3개월 전,E트렌드,7.4천,208,1
100,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,김릴리,우와~~청산유수 전문가이십니다ㆍ진실성이 보여 신뢰가 가네요ㆍ새해 복 많이 받으세요~^^,3개월 전,E트렌드,7.4천,208,0
101,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,foolmoon,좋은 의견이네요..나자신을 잘 알고 맞춤 투자가 필요하네요^,4개월 전,E트렌드,7.4천,208,2
102,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,나의 웃음꽃,삼프로에서 뵌분이시네요. 선생님 책 나오면 사고싶은  1인입니다.오늘 방송 100번은 어렵고^^ 최소 5번은 봐야겠습니다.지난 미대선전에 삼프로 나오셔서 하신 방송도 돌려보기했어요.좋은방송 만들어주신 ETF 트랜드께도 감사드립니다.요즘은 ETF방송도 대세인것 같애요,4개월 전,E트렌드,7.4천,208,3
103,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,봄언제나,공감하며 많이 배워갑니다~👍😘,4개월 전,E트렌드,7.4천,208,1
104,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,이은지,창인지 방패인지 파악 할 수 있도록 노력하겠습니다 감사합니다,4개월 전,E트렌드,7.4천,208,4
105,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,써니,전 7월부터 시작했어요^^,4개월 전,E트렌드,7.4천,208,3
106,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,이희주,센타장님  존경합니다,4개월 전,E트렌드,7.4천,208,5
107,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,양앙,개잡주사면 돈절대못땀,4개월 전,E트렌드,7.4천,208,2
108,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,비타민,모든 말씀들이 제 이야기를 하네요ㅠ센터장님 질문은 만점 질문이고총괄님 답변은 깔끔하시네요.너무 감사합니다.,4개월 전,E트렌드,7.4천,208,5
109,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,sandra lim,진행자님 짱!!,3개월 전,E트렌드,7.4천,208,1
110,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,예똥맘,"총괄님,정말 막힘없는 말솜씨로 정확한 안내를 해주셔서 너무 재미있고 유익한 정보 얻어갑니다. 감사해요~~찐팬 1인입니다^^",4개월 전,E트렌드,7.4천,208,11
111,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,유진,설명해주시는게 어쩜 이리 귀에 쏙쏙 들어오나요^^감사합니다~,4개월 전,E트렌드,7.4천,208,7
112,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,임인숙,👍 👍 👍 ~~,4개월 전,E트렌드,7.4천,208,1
113,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,하모니,우와 이분느무좋아요♡♡♡♡♡♡.감사합니다,4개월 전,E트렌드,7.4천,208,6
114,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,IBK와이,음... 개미에게 성장주란???글쎄;;,4개월 전,E트렌드,7.4천,208,5
115,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,장선주,기본적인노하우을가르처주혀서감사함니다앞으로많정보바라겠읍니다,4개월 전,E트렌드,7.4천,208,2
116,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,박양숙,이선엽총괄님은  전에'삼프로에서 봤는데 좋은 인상이 였고 오늘 얼굴이 보이길래 들어왔는데 역시 기대를 저버리지 않는군요100번들을 만한 내용'입니다100번 듣고 보겠습니다감사드려요,4개월 전,E트렌드,7.4천,208,10
117,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,온리지노,주식은 내인생에 없을줄알았는데올해부터 주식을 시작했네요~금융기관에 맡기고 있지만저도 어느정도는 알아야겠어서유트브 강의 몇번 들어봤는데들었던 강의중 최고네요~!감사  의미로 좋아요!구독누르고갑니다~🤗👏👏👏,4개월 전,E트렌드,7.4천,208,2
118,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,月下美人,정말 말씀잘하시네요역대급입니다 ㅎ♥♥좋아요 백만번누르겠습니다,4개월 전(수정됨),E트렌드,7.4천,208,8
119,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,황순자,좋아요,3개월 전,E트렌드,7.4천,208,0
120,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,주식은불사조,"역시 음식료 업종이 성장섹터는 맞군요 여러군데서 이미 들었던거라 공감도 가고, 뭐 전문가분들 보는게 다 비슷하긴 한가봐요...? 자주보는 채널서도 흥국에프엔비 좋다구 좋다구 해서 담았었는데 대박내구 있네요.",2개월 전,E트렌드,7.4천,208,0
121,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,이이,감사합니다,4개월 전,E트렌드,7.4천,208,3
122,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,sk chun,도움이 많이 되는 내용 감사드립니다. 시장을 전체적이고 객관적으로 바라볼수 있는 인사이트를 조금이나마 얻을 수있게 하는 값진 영상이라고 생각합니다. 감사합니다!!! 자주 뵙고 값진 조언 들을수 있었으면 합니다.,4개월 전,E트렌드,7.4천,208,9
123,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,구디넢,평생 주식 안할려고 했는데 돈가치 넘 떨어져서 할 수 없이..ㅠㅠ,3개월 전,E트렌드,7.4천,208,0
124,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,김수영,반갑습니다.믿고 경청합니다👍,3개월 전,E트렌드,7.4천,208,0
125,2021년 1분기 한국 증시 전망/2030주식투자자를 위한 조언/시니어투자자를 위한 조언 | 이선엽총괄 | 주가전망 | 투자고수 | 주식투자 | 2030투자조언 |,2020. 12. 4.,김제인,책쓰시면 꼭 사서 읽고 싶습니다.많은 주식책이 있지만 말씀처럼 틈새시장을 잘 아실거 같네여🙉~.주식시작하고 올라도 못자고 내리면 더 잠 못이루는 밤...인생이 많이 다이나믹해졌습니다.덕분에 공부도 시작하게된 계기가 되어서 희망은 스마트개미가 꿈인 주린입니다.좋은 말씀 감사합니다.ETF 트렌드의 좋은 컨텐츠의 노력에 강센터장께도 감사말씀드려요. 화이팅입니다👍,4개월 전,E트렌드,7.4천,208,11
